1,0.00116954
2,0.000944783
3,0.00101781
4,0.000946722
5,0.000996391
6,0.000933385
7,0.000992273
8,0.000951838
9,0.000983283
10,0.00105858
11,0.000937824
12,0.000938077
13,0.000992275
14,0.000927421
15,0.000979672
16,0.00100917
17,0.00102591
18,0.000975845
19,0.00103602
20,0.000988819
21,0.000952529
22,0.00101981
23,0.000955526
24,0.00102833
25,0.00104142
26,0.00104559
27,0.00100116
28,0.00115729
29,0.000964131
30,0.000986019
31,0.000937941
32,0.000965293
33,0.000997914
34,0.00103186
35,0.000924871
36,0.000995845
37,0.00103657
38,0.00102563
39,0.000957496
40,0.000995079
41,0.00100425
42,0.000986932
43,0.00108587
44,0.00100948
45,0.00103394
46,0.00102534
47,0.00107513
48,0.000993038
49,0.00107153
50,0.00101961
51,0.00100422
52,0.00128018
53,0.00130708
54,0.0010624
55,0.00111556
56,0.00125715
57,0.0011179
58,0.00107948
59,0.00120644
60,0.00108132
61,0.00132565
62,0.00122017
63,0.00141499
64,0.0013174
65,0.0015965
66,0.00128807
67,0.0012683
68,0.00127859
69,0.00131114
70,0.00128819
71,0.0013109
72,0.00133894
73,0.00129172
74,0.00141543
75,0.00106454
76,0.000975194
77,0.00107729
78,0.00137912
79,0.00133322
80,0.00103136
81,0.00119558
82,0.00104615
83,0.00107725
84,0.00110028
85,0.0011411
86,0.00106803
87,0.00110161
88,0.0011525
89,0.00106645
90,0.00107136
91,0.00105225
92,0.0010077
93,0.00106072
94,0.00106832
95,0.00115726
96,0.00113985
97,0.00117621
98,0.00115716
99,0.00112017
100,0.00109383
