1,0.0124198
2,0.0113158
3,0.0124456
4,0.0117766
5,0.0135675
6,0.0135922
7,0.0113761
8,0.0113731
9,0.0108691
10,0.0152793
11,0.0136051
12,0.0112241
13,0.0146366
14,0.0144275
15,0.0124421
16,0.0140323
17,0.0161985
18,0.0115757
19,0.0119328
20,0.0133303
21,0.0133603
22,0.0126922
23,0.0114693
24,0.0113646
25,0.0123478
26,0.0142543
27,0.0112707
28,0.0121977
29,0.0122894
30,0.0125666
31,0.0156501
32,0.0122498
33,0.0119019
34,0.0134732
35,0.014711
36,0.0167567
37,0.0148055
38,0.0130171
39,0.0131358
40,0.0149027
41,0.0126627
42,0.0122132
43,0.0121518
44,0.0115799
45,0.0138634
46,0.012581
47,0.0122656
48,0.0117818
49,0.0141654
50,0.0124045
51,0.0152163
52,0.0124547
53,0.0136408
54,0.0155275
55,0.0124273
56,0.0143303
57,0.0148384
58,0.0114655
59,0.0134521
60,0.0132978
61,0.0123138
62,0.0126327
63,0.0142585
64,0.011956
65,0.0118126
66,0.0112536
67,0.0120399
68,0.0147182
69,0.0149571
70,0.0119784
71,0.0121905
72,0.011683
73,0.0118854
74,0.0134261
75,0.0143786
76,0.0143826
77,0.0111939
78,0.0172332
79,0.0177945
80,0.0133519
81,0.0119848
82,0.0116204
83,0.0125585
84,0.0141992
85,0.0114081
86,0.0143655
87,0.0142357
88,0.0118045
89,0.0134597
90,0.0117382
91,0.0154277
92,0.0123404
93,0.0142483
94,0.0153246
95,0.012243
96,0.0120955
97,0.0121863
98,0.0152047
99,0.0142995
100,0.0153522
