1,0.0155607
2,0.01109
3,0.0110662
4,0.0108283
5,0.0110721
6,0.0124466
7,0.011936
8,0.0127811
9,0.0104198
10,0.0150161
11,0.0113797
12,0.0154707
13,0.0161724
14,0.0157607
15,0.0141003
16,0.0135184
17,0.0173503
18,0.0111067
19,0.0146418
20,0.012109
21,0.0173628
22,0.0109093
23,0.0108817
24,0.0115805
25,0.0175129
26,0.015907
27,0.0117927
28,0.0121889
29,0.0126775
30,0.0149292
31,0.0112045
32,0.0184057
33,0.0162273
34,0.0114373
35,0.012026
36,0.0116952
37,0.0127472
38,0.012563
39,0.0166421
40,0.011587
41,0.0177071
42,0.0140635
43,0.0164487
44,0.0173496
45,0.0175398
46,0.0123032
47,0.0131734
48,0.0148268
49,0.0165932
50,0.016347
51,0.0120169
52,0.0118868
53,0.0140777
54,0.0111573
55,0.0137865
56,0.0163951
57,0.0178403
58,0.0108016
59,0.0120204
60,0.0170735
61,0.0109652
62,0.0192315
63,0.0117633
64,0.01284
65,0.0114609
66,0.0126621
67,0.0120643
68,0.0132803
69,0.0140124
70,0.0120638
71,0.0126826
72,0.0160964
73,0.012117
74,0.0115856
75,0.0157732
76,0.0167111
77,0.0176076
78,0.0138963
79,0.0110872
80,0.0178715
81,0.0126834
82,0.0127012
83,0.0174044
84,0.0131366
85,0.0162299
86,0.0107977
87,0.01147
88,0.0147705
89,0.011347
90,0.0112834
91,0.0165666
92,0.0165478
93,0.0111628
94,0.0110405
95,0.0107866
96,0.0106287
97,0.0120348
98,0.017264
99,0.0122024
100,0.0122318
