1,0.0257852
2,0.0242907
3,0.0243949
4,0.0264338
5,0.0274151
6,0.0271347
7,0.0271127
8,0.0269047
9,0.0234077
10,0.0247568
11,0.0322566
12,0.0306428
13,0.0252063
14,0.0231886
15,0.0236203
16,0.0243089
17,0.0334525
18,0.0319892
19,0.0239691
20,0.025086
21,0.0262696
22,0.0276486
23,0.0236837
24,0.0258364
25,0.0258429
26,0.0278083
27,0.0310776
28,0.0244094
29,0.0281132
30,0.0238106
31,0.0298085
32,0.0238882
33,0.0248306
34,0.026063
35,0.0287786
36,0.0296412
37,0.0293721
38,0.0314588
39,0.0337885
40,0.0255489
41,0.0259008
42,0.0249738
43,0.0269579
44,0.02551
45,0.0277218
46,0.0308986
47,0.0253679
48,0.0246599
49,0.0271657
50,0.0245379
51,0.0284589
52,0.028008
53,0.0284754
54,0.029369
55,0.0319977
56,0.0311506
57,0.0278459
58,0.031436
59,0.027277
60,0.0273564
61,0.0248625
62,0.0299586
63,0.024361
64,0.0255161
65,0.0287835
66,0.0253492
67,0.0299754
68,0.0273755
69,0.0300507
70,0.0285159
71,0.0256167
72,0.0261389
73,0.0272929
74,0.0251756
75,0.0296556
76,0.030021
77,0.0238575
78,0.0245937
79,0.0268242
80,0.0320659
81,0.0281782
82,0.0265278
83,0.0285581
84,0.0270048
85,0.0280771
86,0.0262492
87,0.0320687
88,0.0331731
89,0.0235696
90,0.023772
91,0.0273451
92,0.0325101
93,0.0305253
94,0.0297886
95,0.0325495
96,0.0301692
97,0.0315157
98,0.025823
99,0.025704
100,0.0248346
