1,0.337357,1000000
2,0.344488,1000000
3,0.274648,1000000
4,0.295983,1000000
5,0.259094,1000000
6,0.263532,1000000
7,0.294326,1000000
8,0.267877,1000000
9,0.263951,1000000
10,0.318293,1000000
11,0.308906,1000000
12,0.328666,1000000
13,0.763797,1000000
14,0.371037,1000000
15,0.299205,1000000
16,0.415271,1000000
17,0.324659,1000000
18,0.302273,1000000
19,0.285923,1000000
20,0.277889,1000000
21,0.294267,1000000
22,0.347711,1000000
23,0.29552,1000000
24,0.26585,1000000
25,0.502471,1000000
26,0.312946,1000000
27,0.589758,1000000
28,0.2734,1000000
29,0.28409,1000000
30,0.287904,1000000
31,0.303631,1000000
32,0.303406,1000000
33,0.564585,1000000
34,0.314707,1000000
35,0.34552,1000000
36,0.277734,1000000
37,0.29242,1000000
38,0.312171,1000000
39,0.301212,1000000
40,0.349446,1000000
41,0.285092,1000000
42,0.30301,1000000
43,0.397535,1000000
44,0.330337,1000000
45,0.390732,1000000
46,0.326141,1000000
47,0.311058,1000000
48,0.315006,1000000
49,0.314836,1000000
50,0.368821,1000000
51,0.348559,1000000
52,0.482857,1000000
53,0.299549,1000000
54,0.394815,1000000
55,0.350152,1000000
56,0.360435,1000000
57,0.385592,1000000
58,0.281032,1000000
59,0.319309,1000000
60,0.28548,1000000
61,0.291052,1000000
62,0.294362,1000000
63,0.293577,1000000
64,0.589987,1000000
65,0.352899,1000000
66,0.296794,1000000
67,0.309766,1000000
68,0.28575,1000000
69,0.273861,1000000
70,0.296225,1000000
71,0.292521,1000000
72,0.300763,1000000
73,0.296234,1000000
74,0.326187,1000000
75,0.288377,1000000
76,0.289425,1000000
77,0.315692,1000000
78,0.536546,1000000
79,0.287587,1000000
80,0.292267,1000000
81,0.27102,1000000
82,0.288421,1000000
83,0.297523,1000000
84,0.362341,1000000
85,0.29281,1000000
86,0.302146,1000000
87,0.298151,1000000
88,0.401199,1000000
89,0.282195,1000000
90,0.307414,1000000
91,0.28667,1000000
92,0.294918,1000000
93,0.294955,1000000
94,0.381791,1000000
95,0.323504,1000000
96,0.260695,1000000
97,0.549086,1000000
98,0.318373,1000000
99,0.399703,1000000
100,0.274172,1000000
