1,0.0158728
2,0.0153229
3,0.015814
4,0.0121011
5,0.0122258
6,0.0135157
7,0.012991
8,0.0153489
9,0.0160547
10,0.012676
11,0.0124991
12,0.0133316
13,0.0114139
14,0.0133001
15,0.0218159
16,0.0182197
17,0.0158884
18,0.0214867
19,0.0260074
20,0.0149382
21,0.0121217
22,0.0135162
23,0.0120964
24,0.0189327
25,0.0180121
26,0.0241623
27,0.0156931
28,0.0118872
29,0.0218214
30,0.0186515
31,0.014167
32,0.0189327
33,0.0148215
34,0.0169641
35,0.0139473
36,0.0117783
37,0.018222
38,0.0214986
39,0.0158957
40,0.0122026
41,0.0113446
42,0.0124716
43,0.0289366
44,0.0163039
45,0.0120811
46,0.0139912
47,0.0121428
48,0.0124748
49,0.012146
50,0.0172377
51,0.0218931
52,0.0157665
53,0.0127408
54,0.0174622
55,0.0148948
56,0.0135754
57,0.011455
58,0.0135554
59,0.0160135
60,0.0123043
61,0.0120574
62,0.0127824
63,0.0132916
64,0.0118728
65,0.0126753
66,0.0123819
67,0.0150273
68,0.0113792
69,0.0139129
70,0.0122388
71,0.0137102
72,0.0143708
73,0.0118864
74,0.0150021
75,0.0160882
76,0.0193538
77,0.0198282
78,0.0127567
79,0.0127942
80,0.0139302
81,0.0126316
82,0.01228
83,0.0133814
84,0.0138805
85,0.0160499
86,0.0146819
87,0.0130262
88,0.0127971
89,0.0127743
90,0.0169877
91,0.0127928
92,0.0127718
93,0.0115236
94,0.0115921
95,0.0119747
96,0.017478
97,0.0182128
98,0.012621
99,0.0121906
100,0.0149258
